total_gold_earned_0, 61155
total_gold_spent_0, 53591
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 38
total_deaths_0, 22
total_damage_dealt_to_champions_0, 109998
total_damage_dealt_to_objectives_0, 72226
total_damage_taken_0, 107404
average_vision_score_0, 33
total_wards_placed_0, 63
average_creep_score_0, 120
average_champion_experience_0, 14564
dmg_carry_0, 221
obj_carry_0, 221
team_comp_0_champ_1, Illaoi
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Zyra
total_gold_earned_1, 50971
total_gold_spent_1, 49380
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 38
total_damage_dealt_to_champions_1, 82655
total_damage_dealt_to_objectives_1, 28327
total_damage_taken_1, 130205
average_vision_score_1, 22
total_wards_placed_1, 48
average_creep_score_1, 111
average_champion_experience_1, 12446
dmg_carry_1, 876
obj_carry_1, 876
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
