total_gold_earned_0, 45015
total_gold_spent_0, 41355
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 29
total_deaths_0, 38
total_damage_dealt_to_champions_0, 74948
total_damage_dealt_to_objectives_0, 16092
total_damage_taken_0, 98335
average_vision_score_0, 17
total_wards_placed_0, 41
average_creep_score_0, 74
average_champion_experience_0, 9461
dmg_carry_0, 498
obj_carry_0, 498
team_comp_0_champ_1, Malphite
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Xayah
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 55020
total_gold_spent_1, 47300
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 38
total_deaths_1, 29
total_damage_dealt_to_champions_1, 82276
total_damage_dealt_to_objectives_1, 71571
total_damage_taken_1, 97771
average_vision_score_1, 16
total_wards_placed_1, 45
average_creep_score_1, 83
average_champion_experience_1, 12271
dmg_carry_1, 523
obj_carry_1, 523
team_comp_1_champ_1, Sett
team_comp_1_champ_2, Sejuani
team_comp_1_champ_3, Aphelios
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Swain
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
