total_gold_earned_0, 38031
total_gold_spent_0, 36055
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 15
total_deaths_0, 31
total_damage_dealt_to_champions_0, 44666
total_damage_dealt_to_objectives_0, 17959
total_damage_taken_0, 86696
average_vision_score_0, 13
total_wards_placed_0, 34
average_creep_score_0, 70
average_champion_experience_0, 8815
dmg_carry_0, 164
obj_carry_0, 164
team_comp_0_champ_1, Camille
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Senna
total_gold_earned_1, 47209
total_gold_spent_1, 39725
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 31
total_deaths_1, 15
total_damage_dealt_to_champions_1, 67532
total_damage_dealt_to_objectives_1, 49078
total_damage_taken_1, 65056
average_vision_score_1, 18
total_wards_placed_1, 40
average_creep_score_1, 94
average_champion_experience_1, 10492
dmg_carry_1, 99
obj_carry_1, 99
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, Poppy
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
