total_gold_earned_0, 58864
total_gold_spent_0, 56400
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 26
total_deaths_0, 37
total_damage_dealt_to_champions_0, 134383
total_damage_dealt_to_objectives_0, 41630
total_damage_taken_0, 172789
average_vision_score_0, 36
total_wards_placed_0, 76
average_creep_score_0, 133
average_champion_experience_0, 13617
dmg_carry_0, 102
obj_carry_0, 102
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Shyvana
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Alistar
total_gold_earned_1, 71150
total_gold_spent_1, 63300
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 37
total_deaths_1, 26
total_damage_dealt_to_champions_1, 144885
total_damage_dealt_to_objectives_1, 82854
total_damage_taken_1, 167242
average_vision_score_1, 23
total_wards_placed_1, 62
average_creep_score_1, 136
average_champion_experience_1, 16517
dmg_carry_1, 15
obj_carry_1, 15
team_comp_1_champ_1, Nasus
team_comp_1_champ_2, Zac
team_comp_1_champ_3, TwistedFate
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Maokai
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
