total_gold_earned_0, 60054
total_gold_spent_0, 56280
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 5
total_kills_0, 37
total_deaths_0, 20
total_damage_dealt_to_champions_0, 108479
total_damage_dealt_to_objectives_0, 94416
total_damage_taken_0, 111660
average_vision_score_0, 23
total_wards_placed_0, 46
average_creep_score_0, 111
average_champion_experience_0, 15093
dmg_carry_0, 114
obj_carry_0, 114
team_comp_0_champ_1, Fiora
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Maokai
total_gold_earned_1, 53728
total_gold_spent_1, 51275
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 37
total_damage_dealt_to_champions_1, 73792
total_damage_dealt_to_objectives_1, 17641
total_damage_taken_1, 133486
average_vision_score_1, 21
total_wards_placed_1, 57
average_creep_score_1, 139
average_champion_experience_1, 14081
dmg_carry_1, 42
obj_carry_1, 42
team_comp_1_champ_1, Sion
team_comp_1_champ_2, LeeSin
team_comp_1_champ_3, Corki
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
