total_gold_earned_0, 61186
total_gold_spent_0, 58000
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 42
total_deaths_0, 34
total_damage_dealt_to_champions_0, 126578
total_damage_dealt_to_objectives_0, 43553
total_damage_taken_0, 184076
average_vision_score_0, 30
total_wards_placed_0, 73
average_creep_score_0, 117
average_champion_experience_0, 14863
dmg_carry_0, 141
obj_carry_0, 141
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Sylas
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Bard
total_gold_earned_1, 64640
total_gold_spent_1, 57475
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 2
total_kills_1, 34
total_deaths_1, 42
total_damage_dealt_to_champions_1, 151806
total_damage_dealt_to_objectives_1, 71463
total_damage_taken_1, 146852
average_vision_score_1, 30
total_wards_placed_1, 58
average_creep_score_1, 109
average_champion_experience_1, 14135
dmg_carry_1, 68
obj_carry_1, 68
team_comp_1_champ_1, Gnar
team_comp_1_champ_2, Rumble
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 1
