total_gold_earned_0, 50956
total_gold_spent_0, 48985
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 29
total_deaths_0, 37
total_damage_dealt_to_champions_0, 78334
total_damage_dealt_to_objectives_0, 45636
total_damage_taken_0, 124205
average_vision_score_0, 25
total_wards_placed_0, 56
average_creep_score_0, 87
average_champion_experience_0, 11039
dmg_carry_0, 222
obj_carry_0, 222
team_comp_0_champ_1, Volibear
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Senna
total_gold_earned_1, 61769
total_gold_spent_1, 53350
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 3
total_kills_1, 37
total_deaths_1, 29
total_damage_dealt_to_champions_1, 94937
total_damage_dealt_to_objectives_1, 64949
total_damage_taken_1, 100548
average_vision_score_1, 26
total_wards_placed_1, 52
average_creep_score_1, 113
average_champion_experience_1, 13524
dmg_carry_1, 104
obj_carry_1, 104
team_comp_1_champ_1, Graves
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Galio
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
