total_gold_earned_0, 45516
total_gold_spent_0, 43310
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 15
total_deaths_0, 38
total_damage_dealt_to_champions_0, 67968
total_damage_dealt_to_objectives_0, 19824
total_damage_taken_0, 97921
average_vision_score_0, 20
total_wards_placed_0, 59
average_creep_score_0, 111
average_champion_experience_0, 10806
dmg_carry_0, 42
obj_carry_0, 42
team_comp_0_champ_1, Jayce
team_comp_0_champ_2, Sett
team_comp_0_champ_3, Corki
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Lux
total_gold_earned_1, 55832
total_gold_spent_1, 48275
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 38
total_deaths_1, 15
total_damage_dealt_to_champions_1, 77969
total_damage_dealt_to_objectives_1, 69755
total_damage_taken_1, 96908
average_vision_score_1, 30
total_wards_placed_1, 62
average_creep_score_1, 110
average_champion_experience_1, 12483
dmg_carry_1, 245
obj_carry_1, 245
team_comp_1_champ_1, Gragas
team_comp_1_champ_2, Shaco
team_comp_1_champ_3, Ekko
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Braum
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
