total_gold_earned_0, 62494
total_gold_spent_0, 60770
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 29
total_deaths_0, 51
total_damage_dealt_to_champions_0, 113602
total_damage_dealt_to_objectives_0, 31867
total_damage_taken_0, 172507
average_vision_score_0, 20
total_wards_placed_0, 42
average_creep_score_0, 111
average_champion_experience_0, 14607
dmg_carry_0, 50
obj_carry_0, 50
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Swain
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Senna
total_gold_earned_1, 73666
total_gold_spent_1, 68850
total_baron_kills_1, 1
total_dragon_kills_1, 5
total_inhibitor_kils_1, 1
total_kills_1, 51
total_deaths_1, 31
total_damage_dealt_to_champions_1, 150824
total_damage_dealt_to_objectives_1, 85939
total_damage_taken_1, 165882
average_vision_score_1, 30
total_wards_placed_1, 75
average_creep_score_1, 124
average_champion_experience_1, 17380
dmg_carry_1, 360
obj_carry_1, 360
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Elise
team_comp_1_champ_3, Talon
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
