total_gold_earned_0, 55211
total_gold_spent_0, 52835
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 1
total_kills_0, 16
total_deaths_0, 32
total_damage_dealt_to_champions_0, 84864
total_damage_dealt_to_objectives_0, 32907
total_damage_taken_0, 129138
average_vision_score_0, 24
total_wards_placed_0, 53
average_creep_score_0, 139
average_champion_experience_0, 13524
dmg_carry_0, 14
obj_carry_0, 14
team_comp_0_champ_1, Sion
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Kayle
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Lulu
total_gold_earned_1, 62542
total_gold_spent_1, 56910
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 5
total_kills_1, 32
total_deaths_1, 16
total_damage_dealt_to_champions_1, 101515
total_damage_dealt_to_objectives_1, 73298
total_damage_taken_1, 114775
average_vision_score_1, 29
total_wards_placed_1, 63
average_creep_score_1, 147
average_champion_experience_1, 15058
dmg_carry_1, 51
obj_carry_1, 51
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Seraphine
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
