total_gold_earned_0, 39719
total_gold_spent_0, 33593
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 25
total_deaths_0, 11
total_damage_dealt_to_champions_0, 54155
total_damage_dealt_to_objectives_0, 36545
total_damage_taken_0, 47834
average_vision_score_0, 16
total_wards_placed_0, 43
average_creep_score_0, 75
average_champion_experience_0, 8883
dmg_carry_0, 48
obj_carry_0, 48
team_comp_0_champ_1, Trundle
team_comp_0_champ_2, Poppy
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Xerath
total_gold_earned_1, 30489
total_gold_spent_1, 28310
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 11
total_deaths_1, 25
total_damage_dealt_to_champions_1, 35977
total_damage_dealt_to_objectives_1, 16516
total_damage_taken_1, 70273
average_vision_score_1, 16
total_wards_placed_1, 39
average_creep_score_1, 65
average_champion_experience_1, 7287
dmg_carry_1, 103
obj_carry_1, 103
team_comp_1_champ_1, Kled
team_comp_1_champ_2, Ekko
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
