total_gold_earned_0, 74732
total_gold_spent_0, 68810
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 39
total_deaths_0, 39
total_damage_dealt_to_champions_0, 116106
total_damage_dealt_to_objectives_0, 32842
total_damage_taken_0, 176263
average_vision_score_0, 35
total_wards_placed_0, 84
average_creep_score_0, 155
average_champion_experience_0, 18534
dmg_carry_0, 90
obj_carry_0, 90
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Rammus
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Draven
team_comp_0_champ_5, Nami
total_gold_earned_1, 87878
total_gold_spent_1, 81350
total_baron_kills_1, 3
total_dragon_kills_1, 5
total_inhibitor_kils_1, 3
total_kills_1, 39
total_deaths_1, 39
total_damage_dealt_to_champions_1, 149451
total_damage_dealt_to_objectives_1, 138258
total_damage_taken_1, 164796
average_vision_score_1, 53
total_wards_placed_1, 67
average_creep_score_1, 162
average_champion_experience_1, 21477
dmg_carry_1, 42
obj_carry_1, 42
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, RekSai
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, FiddleSticks
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
