total_gold_earned_0, 42799
total_gold_spent_0, 40650
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 18
total_deaths_0, 31
total_damage_dealt_to_champions_0, 57752
total_damage_dealt_to_objectives_0, 21992
total_damage_taken_0, 105458
average_vision_score_0, 21
total_wards_placed_0, 44
average_creep_score_0, 98
average_champion_experience_0, 9727
dmg_carry_0, 82
obj_carry_0, 82
team_comp_0_champ_1, Udyr
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Mordekaiser
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Janna
total_gold_earned_1, 55162
total_gold_spent_1, 47283
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 31
total_deaths_1, 18
total_damage_dealt_to_champions_1, 88992
total_damage_dealt_to_objectives_1, 91182
total_damage_taken_1, 92372
average_vision_score_1, 28
total_wards_placed_1, 54
average_creep_score_1, 90
average_champion_experience_1, 11532
dmg_carry_1, 19
obj_carry_1, 19
team_comp_1_champ_1, Gnar
team_comp_1_champ_2, Warwick
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
