total_gold_earned_0, 66328
total_gold_spent_0, 65125
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 35
total_deaths_0, 44
total_damage_dealt_to_champions_0, 131897
total_damage_dealt_to_objectives_0, 40574
total_damage_taken_0, 201191
average_vision_score_0, 33
total_wards_placed_0, 67
average_creep_score_0, 138
average_champion_experience_0, 15162
dmg_carry_0, 360
obj_carry_0, 360
team_comp_0_champ_1, Ornn
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Seraphine
total_gold_earned_1, 71638
total_gold_spent_1, 65083
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 3
total_kills_1, 44
total_deaths_1, 35
total_damage_dealt_to_champions_1, 171340
total_damage_dealt_to_objectives_1, 91094
total_damage_taken_1, 162354
average_vision_score_1, 35
total_wards_placed_1, 74
average_creep_score_1, 126
average_champion_experience_1, 17522
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Pantheon
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Ahri
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Bard
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
