total_gold_earned_0, 45102
total_gold_spent_0, 37235
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 28
total_deaths_0, 17
total_damage_dealt_to_champions_0, 53530
total_damage_dealt_to_objectives_0, 59625
total_damage_taken_0, 78274
average_vision_score_0, 14
total_wards_placed_0, 33
average_creep_score_0, 85
average_champion_experience_0, 9483
dmg_carry_0, 245
obj_carry_0, 245
team_comp_0_champ_1, Fiora
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Ekko
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Yuumi
total_gold_earned_1, 33920
total_gold_spent_1, 32185
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 17
total_deaths_1, 29
total_damage_dealt_to_champions_1, 51377
total_damage_dealt_to_objectives_1, 17537
total_damage_taken_1, 71503
average_vision_score_1, 12
total_wards_placed_1, 33
average_creep_score_1, 75
average_champion_experience_1, 7314
dmg_carry_1, 56
obj_carry_1, 56
team_comp_1_champ_1, Sylas
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
