total_gold_earned_0, 62646
total_gold_spent_0, 59525
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 27
total_deaths_0, 44
total_damage_dealt_to_champions_0, 97438
total_damage_dealt_to_objectives_0, 78956
total_damage_taken_0, 135776
average_vision_score_0, 26
total_wards_placed_0, 61
average_creep_score_0, 130
average_champion_experience_0, 14906
dmg_carry_0, 107
obj_carry_0, 107
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Rengar
team_comp_0_champ_3, Seraphine
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 66833
total_gold_spent_1, 61328
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 44
total_deaths_1, 27
total_damage_dealt_to_champions_1, 109844
total_damage_dealt_to_objectives_1, 56176
total_damage_taken_1, 123212
average_vision_score_1, 30
total_wards_placed_1, 65
average_creep_score_1, 110
average_champion_experience_1, 16430
dmg_carry_1, 29
obj_carry_1, 29
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Zed
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
