total_gold_earned_0, 43856
total_gold_spent_0, 40500
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 16
total_deaths_0, 34
total_damage_dealt_to_champions_0, 42845
total_damage_dealt_to_objectives_0, 33870
total_damage_taken_0, 97385
average_vision_score_0, 15
total_wards_placed_0, 42
average_creep_score_0, 104
average_champion_experience_0, 10239
dmg_carry_0, 126
obj_carry_0, 126
team_comp_0_champ_1, Jayce
team_comp_0_champ_2, Nunu
team_comp_0_champ_3, Tryndamere
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Pyke
total_gold_earned_1, 53729
total_gold_spent_1, 48330
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 34
total_deaths_1, 16
total_damage_dealt_to_champions_1, 77241
total_damage_dealt_to_objectives_1, 77489
total_damage_taken_1, 68489
average_vision_score_1, 23
total_wards_placed_1, 43
average_creep_score_1, 95
average_champion_experience_1, 12280
dmg_carry_1, 222
obj_carry_1, 222
team_comp_1_champ_1, Quinn
team_comp_1_champ_2, Kindred
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
