total_gold_earned_0, 50938
total_gold_spent_0, 46910
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 36
total_deaths_0, 22
total_damage_dealt_to_champions_0, 72005
total_damage_dealt_to_objectives_0, 60472
total_damage_taken_0, 74248
average_vision_score_0, 21
total_wards_placed_0, 49
average_creep_score_0, 95
average_champion_experience_0, 11315
dmg_carry_0, 11
obj_carry_0, 11
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Vex
total_gold_earned_1, 48456
total_gold_spent_1, 45900
total_baron_kills_1, 1
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 38
total_damage_dealt_to_champions_1, 48013
total_damage_dealt_to_objectives_1, 22197
total_damage_taken_1, 93026
average_vision_score_1, 15
total_wards_placed_1, 29
average_creep_score_1, 100
average_champion_experience_1, 11107
dmg_carry_1, 56
obj_carry_1, 56
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Zeri
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Swain
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
