total_gold_earned_0, 61418
total_gold_spent_0, 56420
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 34
total_deaths_0, 42
total_damage_dealt_to_champions_0, 112982
total_damage_dealt_to_objectives_0, 29423
total_damage_taken_0, 151881
average_vision_score_0, 21
total_wards_placed_0, 57
average_creep_score_0, 111
average_champion_experience_0, 15463
dmg_carry_0, 45
obj_carry_0, 45
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Renata
total_gold_earned_1, 65452
total_gold_spent_1, 61650
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 42
total_deaths_1, 34
total_damage_dealt_to_champions_1, 122412
total_damage_dealt_to_objectives_1, 83265
total_damage_taken_1, 145620
average_vision_score_1, 29
total_wards_placed_1, 53
average_creep_score_1, 124
average_champion_experience_1, 16390
dmg_carry_1, 50
obj_carry_1, 50
team_comp_1_champ_1, Teemo
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Katarina
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Swain
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
