total_gold_earned_0, 61510
total_gold_spent_0, 53160
total_baron_kills_0, 2
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 34
total_deaths_0, 16
total_damage_dealt_to_champions_0, 84036
total_damage_dealt_to_objectives_0, 102940
total_damage_taken_0, 88955
average_vision_score_0, 33
total_wards_placed_0, 60
average_creep_score_0, 117
average_champion_experience_0, 14404
dmg_carry_0, 163
obj_carry_0, 163
team_comp_0_champ_1, Chogath
team_comp_0_champ_2, Teemo
team_comp_0_champ_3, Taliyah
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 49178
total_gold_spent_1, 45860
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 16
total_deaths_1, 35
total_damage_dealt_to_champions_1, 58586
total_damage_dealt_to_objectives_1, 26024
total_damage_taken_1, 106827
average_vision_score_1, 24
total_wards_placed_1, 65
average_creep_score_1, 128
average_champion_experience_1, 11640
dmg_carry_1, 67
obj_carry_1, 67
team_comp_1_champ_1, MonkeyKing
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Vayne
team_comp_1_champ_4, Draven
team_comp_1_champ_5, Poppy
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
