total_gold_earned_0, 54205
total_gold_spent_0, 46950
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 21
total_deaths_0, 21
total_damage_dealt_to_champions_0, 83164
total_damage_dealt_to_objectives_0, 61269
total_damage_taken_0, 96540
average_vision_score_0, 23
total_wards_placed_0, 53
average_creep_score_0, 130
average_champion_experience_0, 13415
dmg_carry_0, 36
obj_carry_0, 36
team_comp_0_champ_1, DrMundo
team_comp_0_champ_2, Diana
team_comp_0_champ_3, Zed
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Nami
total_gold_earned_1, 52124
total_gold_spent_1, 51000
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 21
total_deaths_1, 21
total_damage_dealt_to_champions_1, 70069
total_damage_dealt_to_objectives_1, 32013
total_damage_taken_1, 109641
average_vision_score_1, 25
total_wards_placed_1, 61
average_creep_score_1, 136
average_champion_experience_1, 12617
dmg_carry_1, 23
obj_carry_1, 23
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, LeeSin
team_comp_1_champ_3, Irelia
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Lulu
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
