total_gold_earned_0, 72579
total_gold_spent_0, 73650
total_baron_kills_0, 2
total_dragon_kills_0, 0
total_inhibitor_kils_0, 1
total_kills_0, 37
total_deaths_0, 45
total_damage_dealt_to_champions_0, 133259
total_damage_dealt_to_objectives_0, 50721
total_damage_taken_0, 176668
average_vision_score_0, 22
total_wards_placed_0, 51
average_creep_score_0, 135
average_champion_experience_0, 17486
dmg_carry_0, 29
obj_carry_0, 29
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Shaco
team_comp_0_champ_3, Malphite
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 76165
total_gold_spent_1, 72405
total_baron_kills_1, 0
total_dragon_kills_1, 6
total_inhibitor_kils_1, 2
total_kills_1, 44
total_deaths_1, 37
total_damage_dealt_to_champions_1, 144830
total_damage_dealt_to_objectives_1, 87755
total_damage_taken_1, 179797
average_vision_score_1, 32
total_wards_placed_1, 62
average_creep_score_1, 136
average_champion_experience_1, 18981
dmg_carry_1, 517
obj_carry_1, 517
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Ekko
team_comp_1_champ_3, Sylas
team_comp_1_champ_4, Draven
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 1
