total_gold_earned_0, 52958
total_gold_spent_0, 44733
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 25
total_deaths_0, 12
total_damage_dealt_to_champions_0, 79666
total_damage_dealt_to_objectives_0, 76676
total_damage_taken_0, 79631
average_vision_score_0, 17
total_wards_placed_0, 34
average_creep_score_0, 107
average_champion_experience_0, 12478
dmg_carry_0, 200
obj_carry_0, 200
team_comp_0_champ_1, Gangplank
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Morgana
total_gold_earned_1, 39153
total_gold_spent_1, 38243
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 12
total_deaths_1, 25
total_damage_dealt_to_champions_1, 50892
total_damage_dealt_to_objectives_1, 14741
total_damage_taken_1, 98730
average_vision_score_1, 13
total_wards_placed_1, 38
average_creep_score_1, 97
average_champion_experience_1, 10080
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Garen
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Yuumi
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
