total_gold_earned_0, 64872
total_gold_spent_0, 62475
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 38
total_deaths_0, 44
total_damage_dealt_to_champions_0, 126630
total_damage_dealt_to_objectives_0, 61899
total_damage_taken_0, 151620
average_vision_score_0, 23
total_wards_placed_0, 54
average_creep_score_0, 132
average_champion_experience_0, 15080
dmg_carry_0, 121
obj_carry_0, 121
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Corki
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 69438
total_gold_spent_1, 63968
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 44
total_deaths_1, 38
total_damage_dealt_to_champions_1, 128813
total_damage_dealt_to_objectives_1, 62734
total_damage_taken_1, 151611
average_vision_score_1, 28
total_wards_placed_1, 74
average_creep_score_1, 120
average_champion_experience_1, 16697
dmg_carry_1, 77
obj_carry_1, 77
team_comp_1_champ_1, Trundle
team_comp_1_champ_2, Udyr
team_comp_1_champ_3, Orianna
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
