total_gold_earned_0, 50630
total_gold_spent_0, 46208
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 17
total_deaths_0, 29
total_damage_dealt_to_champions_0, 81108
total_damage_dealt_to_objectives_0, 20725
total_damage_taken_0, 89966
average_vision_score_0, 28
total_wards_placed_0, 57
average_creep_score_0, 111
average_champion_experience_0, 11711
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Rakan
total_gold_earned_1, 55237
total_gold_spent_1, 50910
total_baron_kills_1, 1
total_dragon_kills_1, 5
total_inhibitor_kils_1, 1
total_kills_1, 29
total_deaths_1, 17
total_damage_dealt_to_champions_1, 70174
total_damage_dealt_to_objectives_1, 84963
total_damage_taken_1, 112672
average_vision_score_1, 23
total_wards_placed_1, 60
average_creep_score_1, 101
average_champion_experience_1, 13167
dmg_carry_1, 84
obj_carry_1, 84
team_comp_1_champ_1, Mordekaiser
team_comp_1_champ_2, Garen
team_comp_1_champ_3, Akali
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Alistar
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
