total_gold_earned_0, 54947
total_gold_spent_0, 52460
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 20
total_deaths_0, 34
total_damage_dealt_to_champions_0, 95376
total_damage_dealt_to_objectives_0, 19294
total_damage_taken_0, 121552
average_vision_score_0, 22
total_wards_placed_0, 45
average_creep_score_0, 120
average_champion_experience_0, 13153
dmg_carry_0, 17
obj_carry_0, 17
team_comp_0_champ_1, Teemo
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Janna
total_gold_earned_1, 63075
total_gold_spent_1, 55875
total_baron_kills_1, 2
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 33
total_deaths_1, 20
total_damage_dealt_to_champions_1, 102839
total_damage_dealt_to_objectives_1, 77896
total_damage_taken_1, 134703
average_vision_score_1, 32
total_wards_placed_1, 55
average_creep_score_1, 120
average_champion_experience_1, 15782
dmg_carry_1, 105
obj_carry_1, 105
team_comp_1_champ_1, Swain
team_comp_1_champ_2, Sejuani
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Yuumi
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
