total_gold_earned_0, 50157
total_gold_spent_0, 40945
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 0
total_kills_0, 28
total_deaths_0, 18
total_damage_dealt_to_champions_0, 66876
total_damage_dealt_to_objectives_0, 57778
total_damage_taken_0, 86481
average_vision_score_0, 23
total_wards_placed_0, 40
average_creep_score_0, 101
average_champion_experience_0, 11448
dmg_carry_0, 166
obj_carry_0, 166
team_comp_0_champ_1, Tryndamere
team_comp_0_champ_2, Shyvana
team_comp_0_champ_3, Akshan
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Lulu
total_gold_earned_1, 41901
total_gold_spent_1, 38275
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 18
total_deaths_1, 28
total_damage_dealt_to_champions_1, 58355
total_damage_dealt_to_objectives_1, 17461
total_damage_taken_1, 87367
average_vision_score_1, 14
total_wards_placed_1, 43
average_creep_score_1, 97
average_champion_experience_1, 9886
dmg_carry_1, 114
obj_carry_1, 114
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Vex
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
