total_gold_earned_0, 62173
total_gold_spent_0, 54175
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 49
total_deaths_0, 23
total_damage_dealt_to_champions_0, 120879
total_damage_dealt_to_objectives_0, 55191
total_damage_taken_0, 134563
average_vision_score_0, 17
total_wards_placed_0, 36
average_creep_score_0, 110
average_champion_experience_0, 13892
dmg_carry_0, 236
obj_carry_0, 236
team_comp_0_champ_1, Akali
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, LeeSin
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 49057
total_gold_spent_1, 45970
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 49
total_damage_dealt_to_champions_1, 90464
total_damage_dealt_to_objectives_1, 20942
total_damage_taken_1, 135760
average_vision_score_1, 24
total_wards_placed_1, 39
average_creep_score_1, 96
average_champion_experience_1, 11205
dmg_carry_1, 9
obj_carry_1, 9
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, FiddleSticks
team_comp_1_champ_3, Anivia
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
