total_gold_earned_0, 64570
total_gold_spent_0, 57410
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 48
total_deaths_0, 16
total_damage_dealt_to_champions_0, 126536
total_damage_dealt_to_objectives_0, 79368
total_damage_taken_0, 120304
average_vision_score_0, 30
total_wards_placed_0, 59
average_creep_score_0, 116
average_champion_experience_0, 15179
dmg_carry_0, 91
obj_carry_0, 91
team_comp_0_champ_1, Yorick
team_comp_0_champ_2, Sejuani
team_comp_0_champ_3, Talon
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Nautilus
total_gold_earned_1, 49275
total_gold_spent_1, 45210
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 16
total_deaths_1, 48
total_damage_dealt_to_champions_1, 86060
total_damage_dealt_to_objectives_1, 19517
total_damage_taken_1, 147663
average_vision_score_1, 25
total_wards_placed_1, 61
average_creep_score_1, 105
average_champion_experience_1, 12089
dmg_carry_1, 131
obj_carry_1, 131
team_comp_1_champ_1, Chogath
team_comp_1_champ_2, Morgana
team_comp_1_champ_3, Diana
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
