total_gold_earned_0, 28755
total_gold_spent_0, 26025
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 8
total_deaths_0, 30
total_damage_dealt_to_champions_0, 34009
total_damage_dealt_to_objectives_0, 4564
total_damage_taken_0, 69739
average_vision_score_0, 12
total_wards_placed_0, 33
average_creep_score_0, 67
average_champion_experience_0, 6986
dmg_carry_0, 24
obj_carry_0, 24
team_comp_0_champ_1, Jax
team_comp_0_champ_2, Poppy
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Jinx
team_comp_0_champ_5, Alistar
total_gold_earned_1, 40721
total_gold_spent_1, 35110
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 30
total_deaths_1, 8
total_damage_dealt_to_champions_1, 57292
total_damage_dealt_to_objectives_1, 66192
total_damage_taken_1, 59637
average_vision_score_1, 19
total_wards_placed_1, 38
average_creep_score_1, 75
average_champion_experience_1, 8544
dmg_carry_1, 115
obj_carry_1, 115
team_comp_1_champ_1, Trundle
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Qiyana
team_comp_1_champ_4, Ziggs
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
