total_gold_earned_0, 50372
total_gold_spent_0, 44835
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 3
total_kills_0, 28
total_deaths_0, 18
total_damage_dealt_to_champions_0, 70895
total_damage_dealt_to_objectives_0, 59004
total_damage_taken_0, 77391
average_vision_score_0, 20
total_wards_placed_0, 40
average_creep_score_0, 103
average_champion_experience_0, 11396
dmg_carry_0, 74
obj_carry_0, 74
team_comp_0_champ_1, Camille
team_comp_0_champ_2, XinZhao
team_comp_0_champ_3, Heimerdinger
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Amumu
total_gold_earned_1, 40103
total_gold_spent_1, 39000
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 16
total_deaths_1, 29
total_damage_dealt_to_champions_1, 45284
total_damage_dealt_to_objectives_1, 17137
total_damage_taken_1, 89154
average_vision_score_1, 12
total_wards_placed_1, 39
average_creep_score_1, 83
average_champion_experience_1, 9565
dmg_carry_1, 81
obj_carry_1, 81
team_comp_1_champ_1, Garen
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Sylas
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Leona
gameLengthMin, 26
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
