total_gold_earned_0, 63201
total_gold_spent_0, 52010
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 37
total_deaths_0, 33
total_damage_dealt_to_champions_0, 97288
total_damage_dealt_to_objectives_0, 80679
total_damage_taken_0, 119390
average_vision_score_0, 26
total_wards_placed_0, 60
average_creep_score_0, 99
average_champion_experience_0, 13724
dmg_carry_0, 13
obj_carry_0, 13
team_comp_0_champ_1, Maokai
team_comp_0_champ_2, Nunu
team_comp_0_champ_3, Ryze
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Renata
total_gold_earned_1, 59515
total_gold_spent_1, 56750
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 2
total_kills_1, 33
total_deaths_1, 37
total_damage_dealt_to_champions_1, 101042
total_damage_dealt_to_objectives_1, 48547
total_damage_taken_1, 130403
average_vision_score_1, 25
total_wards_placed_1, 60
average_creep_score_1, 101
average_champion_experience_1, 11842
dmg_carry_1, 99
obj_carry_1, 99
team_comp_1_champ_1, Lux
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Kennen
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Riven
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 0
