total_gold_earned_0, 41670
total_gold_spent_0, 38410
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 27
total_deaths_0, 12
total_damage_dealt_to_champions_0, 51558
total_damage_dealt_to_objectives_0, 43350
total_damage_taken_0, 63951
average_vision_score_0, 12
total_wards_placed_0, 30
average_creep_score_0, 90
average_champion_experience_0, 8650
dmg_carry_0, 360
obj_carry_0, 360
team_comp_0_champ_1, Kled
team_comp_0_champ_2, Graves
team_comp_0_champ_3, Mordekaiser
team_comp_0_champ_4, Samira
team_comp_0_champ_5, Leona
total_gold_earned_1, 34323
total_gold_spent_1, 31800
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 12
total_deaths_1, 27
total_damage_dealt_to_champions_1, 42206
total_damage_dealt_to_objectives_1, 13102
total_damage_taken_1, 65626
average_vision_score_1, 10
total_wards_placed_1, 23
average_creep_score_1, 82
average_champion_experience_1, 8231
dmg_carry_1, 141
obj_carry_1, 141
team_comp_1_champ_1, Gangplank
team_comp_1_champ_2, Kayn
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Nidalee
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
