total_gold_earned_0, 20983
total_gold_spent_0, 18610
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 5
total_deaths_0, 17
total_damage_dealt_to_champions_0, 23363
total_damage_dealt_to_objectives_0, 4647
total_damage_taken_0, 42367
average_vision_score_0, 7
total_wards_placed_0, 21
average_creep_score_0, 39
average_champion_experience_0, 5401
dmg_carry_0, 99
obj_carry_0, 99
team_comp_0_champ_1, Diana
team_comp_0_champ_2, Ekko
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Aphelios
team_comp_0_champ_5, Janna
total_gold_earned_1, 34882
total_gold_spent_1, 28295
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 17
total_deaths_1, 6
total_damage_dealt_to_champions_1, 32244
total_damage_dealt_to_objectives_1, 27479
total_damage_taken_1, 40598
average_vision_score_1, 12
total_wards_placed_1, 28
average_creep_score_1, 71
average_champion_experience_1, 6548
dmg_carry_1, 236
obj_carry_1, 236
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Katarina
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
