total_gold_earned_0, 69378
total_gold_spent_0, 66668
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 2
total_kills_0, 48
total_deaths_0, 41
total_damage_dealt_to_champions_0, 135780
total_damage_dealt_to_objectives_0, 90402
total_damage_taken_0, 134324
average_vision_score_0, 27
total_wards_placed_0, 66
average_creep_score_0, 99
average_champion_experience_0, 15556
dmg_carry_0, 51
obj_carry_0, 51
team_comp_0_champ_1, Garen
team_comp_0_champ_2, Amumu
team_comp_0_champ_3, Veigar
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Xerath
total_gold_earned_1, 62594
total_gold_spent_1, 60125
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 41
total_deaths_1, 48
total_damage_dealt_to_champions_1, 111649
total_damage_dealt_to_objectives_1, 43328
total_damage_taken_1, 165343
average_vision_score_1, 21
total_wards_placed_1, 42
average_creep_score_1, 113
average_champion_experience_1, 14113
dmg_carry_1, 5
obj_carry_1, 5
team_comp_1_champ_1, Lillia
team_comp_1_champ_2, Vi
team_comp_1_champ_3, XinZhao
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Thresh
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
