total_gold_earned_0, 61900
total_gold_spent_0, 51300
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 36
total_deaths_0, 20
total_damage_dealt_to_champions_0, 91596
total_damage_dealt_to_objectives_0, 84549
total_damage_taken_0, 109785
average_vision_score_0, 24
total_wards_placed_0, 40
average_creep_score_0, 139
average_champion_experience_0, 14424
dmg_carry_0, 96
obj_carry_0, 96
team_comp_0_champ_1, DrMundo
team_comp_0_champ_2, FiddleSticks
team_comp_0_champ_3, KogMaw
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Rell
total_gold_earned_1, 46450
total_gold_spent_1, 44925
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 19
total_deaths_1, 36
total_damage_dealt_to_champions_1, 66569
total_damage_dealt_to_objectives_1, 16052
total_damage_taken_1, 108855
average_vision_score_1, 17
total_wards_placed_1, 36
average_creep_score_1, 103
average_champion_experience_1, 11507
dmg_carry_1, 254
obj_carry_1, 254
team_comp_1_champ_1, Udyr
team_comp_1_champ_2, Vi
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
