total_gold_earned_0, 58048
total_gold_spent_0, 56325
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 32
total_deaths_0, 37
total_damage_dealt_to_champions_0, 75041
total_damage_dealt_to_objectives_0, 44866
total_damage_taken_0, 148936
average_vision_score_0, 20
total_wards_placed_0, 45
average_creep_score_0, 130
average_champion_experience_0, 13818
dmg_carry_0, 51
obj_carry_0, 51
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Khazix
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Thresh
team_comp_0_champ_5, Caitlyn
total_gold_earned_1, 68720
total_gold_spent_1, 62295
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 37
total_deaths_1, 32
total_damage_dealt_to_champions_1, 122700
total_damage_dealt_to_objectives_1, 88354
total_damage_taken_1, 100458
average_vision_score_1, 26
total_wards_placed_1, 47
average_creep_score_1, 135
average_champion_experience_1, 16119
dmg_carry_1, 29
obj_carry_1, 29
team_comp_1_champ_1, Ryze
team_comp_1_champ_2, Rammus
team_comp_1_champ_3, Corki
team_comp_1_champ_4, Twitch
team_comp_1_champ_5, Lux
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
