total_gold_earned_0, 50248
total_gold_spent_0, 47125
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 43
total_deaths_0, 17
total_damage_dealt_to_champions_0, 79495
total_damage_dealt_to_objectives_0, 53406
total_damage_taken_0, 60723
average_vision_score_0, 19
total_wards_placed_0, 32
average_creep_score_0, 73
average_champion_experience_0, 8754
dmg_carry_0, 777
obj_carry_0, 777
team_comp_0_champ_1, Yone
team_comp_0_champ_2, Poppy
team_comp_0_champ_3, Talon
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Brand
total_gold_earned_1, 35893
total_gold_spent_1, 33625
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 17
total_deaths_1, 43
total_damage_dealt_to_champions_1, 36323
total_damage_dealt_to_objectives_1, 7890
total_damage_taken_1, 90364
average_vision_score_1, 13
total_wards_placed_1, 40
average_creep_score_1, 72
average_champion_experience_1, 7532
dmg_carry_1, 119
obj_carry_1, 119
team_comp_1_champ_1, Chogath
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Anivia
team_comp_1_champ_4, Draven
team_comp_1_champ_5, Thresh
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
