total_gold_earned_0, 45136
total_gold_spent_0, 37830
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 26
total_deaths_0, 20
total_damage_dealt_to_champions_0, 55985
total_damage_dealt_to_objectives_0, 56901
total_damage_taken_0, 71125
average_vision_score_0, 10
total_wards_placed_0, 23
average_creep_score_0, 91
average_champion_experience_0, 9691
dmg_carry_0, 203
obj_carry_0, 203
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Kayle
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Nami
total_gold_earned_1, 33941
total_gold_spent_1, 30900
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 20
total_deaths_1, 26
total_damage_dealt_to_champions_1, 49800
total_damage_dealt_to_objectives_1, 12035
total_damage_taken_1, 70920
average_vision_score_1, 11
total_wards_placed_1, 31
average_creep_score_1, 68
average_champion_experience_1, 7594
dmg_carry_1, 51
obj_carry_1, 51
team_comp_1_champ_1, Urgot
team_comp_1_champ_2, Hecarim
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Blitzcrank
gameLengthMin, 20
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
