total_gold_earned_0, 63047
total_gold_spent_0, 57225
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 40
total_deaths_0, 24
total_damage_dealt_to_champions_0, 90895
total_damage_dealt_to_objectives_0, 104100
total_damage_taken_0, 123434
average_vision_score_0, 31
total_wards_placed_0, 81
average_creep_score_0, 113
average_champion_experience_0, 13934
dmg_carry_0, 145
obj_carry_0, 145
team_comp_0_champ_1, Tryndamere
team_comp_0_champ_2, Zac
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 49913
total_gold_spent_1, 47685
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 24
total_deaths_1, 40
total_damage_dealt_to_champions_1, 81236
total_damage_dealt_to_objectives_1, 16905
total_damage_taken_1, 106177
average_vision_score_1, 36
total_wards_placed_1, 75
average_creep_score_1, 99
average_champion_experience_1, 11236
dmg_carry_1, 68
obj_carry_1, 68
team_comp_1_champ_1, Rumble
team_comp_1_champ_2, FiddleSticks
team_comp_1_champ_3, Syndra
team_comp_1_champ_4, Vayne
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
