total_gold_earned_0, 57013
total_gold_spent_0, 51985
total_baron_kills_0, 0
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 43
total_deaths_0, 20
total_damage_dealt_to_champions_0, 86816
total_damage_dealt_to_objectives_0, 69841
total_damage_taken_0, 110839
average_vision_score_0, 21
total_wards_placed_0, 40
average_creep_score_0, 108
average_champion_experience_0, 12298
dmg_carry_0, 141
obj_carry_0, 141
team_comp_0_champ_1, DrMundo
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Leona
total_gold_earned_1, 41512
total_gold_spent_1, 38950
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 20
total_deaths_1, 43
total_damage_dealt_to_champions_1, 74420
total_damage_dealt_to_objectives_1, 4981
total_damage_taken_1, 99660
average_vision_score_1, 13
total_wards_placed_1, 39
average_creep_score_1, 101
average_champion_experience_1, 9526
dmg_carry_1, 60
obj_carry_1, 60
team_comp_1_champ_1, Garen
team_comp_1_champ_2, Elise
team_comp_1_champ_3, Zed
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Pyke
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
