total_gold_earned_0, 73749
total_gold_spent_0, 62450
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 1
total_kills_0, 41
total_deaths_0, 41
total_damage_dealt_to_champions_0, 123897
total_damage_dealt_to_objectives_0, 70362
total_damage_taken_0, 156537
average_vision_score_0, 35
total_wards_placed_0, 49
average_creep_score_0, 142
average_champion_experience_0, 17732
dmg_carry_0, 9
obj_carry_0, 9
team_comp_0_champ_1, FiddleSticks
team_comp_0_champ_2, Nocturne
team_comp_0_champ_3, Yone
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Lux
total_gold_earned_1, 70986
total_gold_spent_1, 67200
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 40
total_deaths_1, 41
total_damage_dealt_to_champions_1, 122505
total_damage_dealt_to_objectives_1, 78568
total_damage_taken_1, 153165
average_vision_score_1, 27
total_wards_placed_1, 59
average_creep_score_1, 131
average_champion_experience_1, 16569
dmg_carry_1, 131
obj_carry_1, 131
team_comp_1_champ_1, Skarner
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Renekton
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Pantheon
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
