total_gold_earned_0, 45535
total_gold_spent_0, 42545
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 18
total_deaths_0, 39
total_damage_dealt_to_champions_0, 64707
total_damage_dealt_to_objectives_0, 10098
total_damage_taken_0, 114888
average_vision_score_0, 16
total_wards_placed_0, 46
average_creep_score_0, 112
average_champion_experience_0, 11493
dmg_carry_0, 236
obj_carry_0, 236
team_comp_0_champ_1, TahmKench
team_comp_0_champ_2, Yasuo
team_comp_0_champ_3, Nidalee
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Karma
total_gold_earned_1, 60763
total_gold_spent_1, 55855
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 3
total_kills_1, 39
total_deaths_1, 18
total_damage_dealt_to_champions_1, 92902
total_damage_dealt_to_objectives_1, 73148
total_damage_taken_1, 100922
average_vision_score_1, 21
total_wards_placed_1, 39
average_creep_score_1, 116
average_champion_experience_1, 14153
dmg_carry_1, 114
obj_carry_1, 114
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Zed
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
