total_gold_earned_0, 58990
total_gold_spent_0, 56583
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 25
total_deaths_0, 36
total_damage_dealt_to_champions_0, 116670
total_damage_dealt_to_objectives_0, 43582
total_damage_taken_0, 172672
average_vision_score_0, 36
total_wards_placed_0, 59
average_creep_score_0, 135
average_champion_experience_0, 13656
dmg_carry_0, 81
obj_carry_0, 81
team_comp_0_champ_1, DrMundo
team_comp_0_champ_2, Volibear
team_comp_0_champ_3, Orianna
team_comp_0_champ_4, Ezreal
team_comp_0_champ_5, Rammus
total_gold_earned_1, 66695
total_gold_spent_1, 59280
total_baron_kills_1, 2
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 36
total_deaths_1, 25
total_damage_dealt_to_champions_1, 144792
total_damage_dealt_to_objectives_1, 92666
total_damage_taken_1, 149114
average_vision_score_1, 29
total_wards_placed_1, 68
average_creep_score_1, 123
average_champion_experience_1, 16320
dmg_carry_1, 15
obj_carry_1, 15
team_comp_1_champ_1, Swain
team_comp_1_champ_2, Mordekaiser
team_comp_1_champ_3, Yone
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
