total_gold_earned_0, 46855
total_gold_spent_0, 44395
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 40
total_damage_dealt_to_champions_0, 65377
total_damage_dealt_to_objectives_0, 11583
total_damage_taken_0, 105038
average_vision_score_0, 18
total_wards_placed_0, 44
average_creep_score_0, 120
average_champion_experience_0, 10699
dmg_carry_0, 15
obj_carry_0, 15
team_comp_0_champ_1, Ryze
team_comp_0_champ_2, Qiyana
team_comp_0_champ_3, Katarina
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 63442
total_gold_spent_1, 54158
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 40
total_deaths_1, 13
total_damage_dealt_to_champions_1, 88243
total_damage_dealt_to_objectives_1, 88176
total_damage_taken_1, 102427
average_vision_score_1, 25
total_wards_placed_1, 55
average_creep_score_1, 112
average_champion_experience_1, 13645
dmg_carry_1, 74
obj_carry_1, 74
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Olaf
team_comp_1_champ_3, Heimerdinger
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Swain
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
