total_gold_earned_0, 63018
total_gold_spent_0, 59665
total_baron_kills_0, 0
total_dragon_kills_0, 4
total_inhibitor_kils_0, 0
total_kills_0, 33
total_deaths_0, 36
total_damage_dealt_to_champions_0, 110981
total_damage_dealt_to_objectives_0, 95778
total_damage_taken_0, 147857
average_vision_score_0, 41
total_wards_placed_0, 78
average_creep_score_0, 115
average_champion_experience_0, 14446
dmg_carry_0, 6
obj_carry_0, 6
team_comp_0_champ_1, Urgot
team_comp_0_champ_2, LeeSin
team_comp_0_champ_3, Neeko
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Lux
total_gold_earned_1, 66559
total_gold_spent_1, 59428
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 1
total_kills_1, 36
total_deaths_1, 33
total_damage_dealt_to_champions_1, 107982
total_damage_dealt_to_objectives_1, 67145
total_damage_taken_1, 140607
average_vision_score_1, 31
total_wards_placed_1, 69
average_creep_score_1, 117
average_champion_experience_1, 15819
dmg_carry_1, 161
obj_carry_1, 161
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Belveth
team_comp_1_champ_3, Akali
team_comp_1_champ_4, Jhin
team_comp_1_champ_5, Velkoz
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 1
