total_gold_earned_0, 65234
total_gold_spent_0, 61778
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 49
total_deaths_0, 41
total_damage_dealt_to_champions_0, 105532
total_damage_dealt_to_objectives_0, 42908
total_damage_taken_0, 112662
average_vision_score_0, 19
total_wards_placed_0, 45
average_creep_score_0, 103
average_champion_experience_0, 14644
dmg_carry_0, 62
obj_carry_0, 62
team_comp_0_champ_1, Yone
team_comp_0_champ_2, MonkeyKing
team_comp_0_champ_3, Seraphine
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Pyke
total_gold_earned_1, 57050
total_gold_spent_1, 52375
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 0
total_kills_1, 41
total_deaths_1, 49
total_damage_dealt_to_champions_1, 86789
total_damage_dealt_to_objectives_1, 61068
total_damage_taken_1, 133743
average_vision_score_1, 22
total_wards_placed_1, 43
average_creep_score_1, 109
average_champion_experience_1, 12466
dmg_carry_1, 21
obj_carry_1, 21
team_comp_1_champ_1, Sion
team_comp_1_champ_2, Diana
team_comp_1_champ_3, Viktor
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
