total_gold_earned_0, 57027
total_gold_spent_0, 50755
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 37
total_deaths_0, 22
total_damage_dealt_to_champions_0, 95815
total_damage_dealt_to_objectives_0, 82555
total_damage_taken_0, 95980
average_vision_score_0, 27
total_wards_placed_0, 51
average_creep_score_0, 83
average_champion_experience_0, 11888
dmg_carry_0, 266
obj_carry_0, 266
team_comp_0_champ_1, Aatrox
team_comp_0_champ_2, Elise
team_comp_0_champ_3, Akali
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Senna
total_gold_earned_1, 44304
total_gold_spent_1, 41875
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 22
total_deaths_1, 37
total_damage_dealt_to_champions_1, 64253
total_damage_dealt_to_objectives_1, 9728
total_damage_taken_1, 122486
average_vision_score_1, 16
total_wards_placed_1, 47
average_creep_score_1, 87
average_champion_experience_1, 10967
dmg_carry_1, 234
obj_carry_1, 234
team_comp_1_champ_1, Yorick
team_comp_1_champ_2, Viego
team_comp_1_champ_3, Fizz
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Soraka
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
