total_gold_earned_0, 78031
total_gold_spent_0, 70720
total_baron_kills_0, 2
total_dragon_kills_0, 2
total_inhibitor_kils_0, 4
total_kills_0, 48
total_deaths_0, 43
total_damage_dealt_to_champions_0, 151027
total_damage_dealt_to_objectives_0, 79697
total_damage_taken_0, 196772
average_vision_score_0, 51
total_wards_placed_0, 85
average_creep_score_0, 120
average_champion_experience_0, 18422
dmg_carry_0, 75
obj_carry_0, 75
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, FiddleSticks
team_comp_0_champ_3, Brand
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Blitzcrank
total_gold_earned_1, 72657
total_gold_spent_1, 67658
total_baron_kills_1, 0
total_dragon_kills_1, 4
total_inhibitor_kils_1, 0
total_kills_1, 43
total_deaths_1, 48
total_damage_dealt_to_champions_1, 157826
total_damage_dealt_to_objectives_1, 64352
total_damage_taken_1, 181932
average_vision_score_1, 31
total_wards_placed_1, 79
average_creep_score_1, 144
average_champion_experience_1, 18090
dmg_carry_1, 24
obj_carry_1, 24
team_comp_1_champ_1, Kayle
team_comp_1_champ_2, Jax
team_comp_1_champ_3, Annie
team_comp_1_champ_4, Corki
team_comp_1_champ_5, Nautilus
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
