total_gold_earned_0, 45931
total_gold_spent_0, 40308
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 2
total_kills_0, 24
total_deaths_0, 8
total_damage_dealt_to_champions_0, 48530
total_damage_dealt_to_objectives_0, 72911
total_damage_taken_0, 66991
average_vision_score_0, 25
total_wards_placed_0, 52
average_creep_score_0, 98
average_champion_experience_0, 10946
dmg_carry_0, 39
obj_carry_0, 39
team_comp_0_champ_1, Irelia
team_comp_0_champ_2, JarvanIV
team_comp_0_champ_3, Lux
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Janna
total_gold_earned_1, 34800
total_gold_spent_1, 31975
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 7
total_deaths_1, 24
total_damage_dealt_to_champions_1, 41235
total_damage_dealt_to_objectives_1, 7485
total_damage_taken_1, 63986
average_vision_score_1, 17
total_wards_placed_1, 45
average_creep_score_1, 95
average_champion_experience_1, 9017
dmg_carry_1, 75
obj_carry_1, 75
team_comp_1_champ_1, Viktor
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Nasus
team_comp_1_champ_4, Sivir
team_comp_1_champ_5, Karma
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
