total_gold_earned_0, 68807
total_gold_spent_0, 63150
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 3
total_kills_0, 42
total_deaths_0, 23
total_damage_dealt_to_champions_0, 128103
total_damage_dealt_to_objectives_0, 112458
total_damage_taken_0, 146388
average_vision_score_0, 27
total_wards_placed_0, 43
average_creep_score_0, 130
average_champion_experience_0, 16291
dmg_carry_0, 875
obj_carry_0, 875
team_comp_0_champ_1, Sett
team_comp_0_champ_2, Trundle
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Twitch
team_comp_0_champ_5, Morgana
total_gold_earned_1, 55472
total_gold_spent_1, 53183
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 23
total_deaths_1, 42
total_damage_dealt_to_champions_1, 91833
total_damage_dealt_to_objectives_1, 20224
total_damage_taken_1, 156143
average_vision_score_1, 27
total_wards_placed_1, 61
average_creep_score_1, 137
average_champion_experience_1, 13567
dmg_carry_1, 76
obj_carry_1, 76
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Warwick
team_comp_1_champ_3, Nidalee
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Taliyah
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
