total_gold_earned_0, 47088
total_gold_spent_0, 44925
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 19
total_deaths_0, 36
total_damage_dealt_to_champions_0, 67926
total_damage_dealt_to_objectives_0, 17515
total_damage_taken_0, 106970
average_vision_score_0, 26
total_wards_placed_0, 52
average_creep_score_0, 110
average_champion_experience_0, 12167
dmg_carry_0, 11
obj_carry_0, 11
team_comp_0_champ_1, Ornn
team_comp_0_champ_2, MasterYi
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Senna
total_gold_earned_1, 57409
total_gold_spent_1, 51218
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 5
total_kills_1, 36
total_deaths_1, 19
total_damage_dealt_to_champions_1, 84982
total_damage_dealt_to_objectives_1, 73709
total_damage_taken_1, 102973
average_vision_score_1, 21
total_wards_placed_1, 42
average_creep_score_1, 106
average_champion_experience_1, 12869
dmg_carry_1, 122
obj_carry_1, 122
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Yasuo
team_comp_1_champ_4, Samira
team_comp_1_champ_5, Leona
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
