total_gold_earned_0, 65899
total_gold_spent_0, 62600
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 1
total_kills_0, 39
total_deaths_0, 38
total_damage_dealt_to_champions_0, 107387
total_damage_dealt_to_objectives_0, 35421
total_damage_taken_0, 149859
average_vision_score_0, 24
total_wards_placed_0, 53
average_creep_score_0, 128
average_champion_experience_0, 15504
dmg_carry_0, 246
obj_carry_0, 246
team_comp_0_champ_1, Akali
team_comp_0_champ_2, Qiyana
team_comp_0_champ_3, Ornn
team_comp_0_champ_4, Kaisa
team_comp_0_champ_5, Senna
total_gold_earned_1, 70848
total_gold_spent_1, 62100
total_baron_kills_1, 2
total_dragon_kills_1, 5
total_inhibitor_kils_1, 4
total_kills_1, 38
total_deaths_1, 41
total_damage_dealt_to_champions_1, 123474
total_damage_dealt_to_objectives_1, 100701
total_damage_taken_1, 142635
average_vision_score_1, 28
total_wards_placed_1, 44
average_creep_score_1, 119
average_champion_experience_1, 16889
dmg_carry_1, 18
obj_carry_1, 18
team_comp_1_champ_1, Tryndamere
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Cassiopeia
team_comp_1_champ_4, Tristana
team_comp_1_champ_5, Brand
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 1
