total_gold_earned_0, 68553
total_gold_spent_0, 62500
total_baron_kills_0, 1
total_dragon_kills_0, 1
total_inhibitor_kils_0, 1
total_kills_0, 34
total_deaths_0, 36
total_damage_dealt_to_champions_0, 127179
total_damage_dealt_to_objectives_0, 61885
total_damage_taken_0, 156195
average_vision_score_0, 29
total_wards_placed_0, 68
average_creep_score_0, 133
average_champion_experience_0, 18035
dmg_carry_0, 8
obj_carry_0, 8
team_comp_0_champ_1, Kayle
team_comp_0_champ_2, Vladimir
team_comp_0_champ_3, Khazix
team_comp_0_champ_4, Jhin
team_comp_0_champ_5, Seraphine
total_gold_earned_1, 68236
total_gold_spent_1, 62920
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 1
total_kills_1, 36
total_deaths_1, 34
total_damage_dealt_to_champions_1, 147845
total_damage_dealt_to_objectives_1, 80900
total_damage_taken_1, 195019
average_vision_score_1, 35
total_wards_placed_1, 72
average_creep_score_1, 116
average_champion_experience_1, 15767
dmg_carry_1, 876
obj_carry_1, 876
team_comp_1_champ_1, Kled
team_comp_1_champ_2, Lillia
team_comp_1_champ_3, Viktor
team_comp_1_champ_4, Ashe
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 0
