total_gold_earned_0, 39464
total_gold_spent_0, 37100
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 16
total_deaths_0, 34
total_damage_dealt_to_champions_0, 55879
total_damage_dealt_to_objectives_0, 20931
total_damage_taken_0, 100917
average_vision_score_0, 21
total_wards_placed_0, 50
average_creep_score_0, 91
average_champion_experience_0, 9008
dmg_carry_0, 875
obj_carry_0, 875
team_comp_0_champ_1, Sett
team_comp_0_champ_2, XinZhao
team_comp_0_champ_3, Kassadin
team_comp_0_champ_4, MissFortune
team_comp_0_champ_5, Braum
total_gold_earned_1, 51946
total_gold_spent_1, 45100
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 1
total_kills_1, 34
total_deaths_1, 16
total_damage_dealt_to_champions_1, 81375
total_damage_dealt_to_objectives_1, 59249
total_damage_taken_1, 84449
average_vision_score_1, 19
total_wards_placed_1, 46
average_creep_score_1, 102
average_champion_experience_1, 12260
dmg_carry_1, 101
obj_carry_1, 101
team_comp_1_champ_1, TahmKench
team_comp_1_champ_2, Ekko
team_comp_1_champ_3, Pantheon
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Xerath
gameLengthMin, 23
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
