total_gold_earned_0, 52577
total_gold_spent_0, 46425
total_baron_kills_0, 1
total_dragon_kills_0, 2
total_inhibitor_kils_0, 1
total_kills_0, 39
total_deaths_0, 9
total_damage_dealt_to_champions_0, 78318
total_damage_dealt_to_objectives_0, 49877
total_damage_taken_0, 65769
average_vision_score_0, 22
total_wards_placed_0, 48
average_creep_score_0, 92
average_champion_experience_0, 11773
dmg_carry_0, 235
obj_carry_0, 235
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, Viego
team_comp_0_champ_3, Anivia
team_comp_0_champ_4, Senna
team_comp_0_champ_5, Lux
total_gold_earned_1, 37036
total_gold_spent_1, 34800
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 9
total_deaths_1, 39
total_damage_dealt_to_champions_1, 44462
total_damage_dealt_to_objectives_1, 21807
total_damage_taken_1, 94843
average_vision_score_1, 11
total_wards_placed_1, 30
average_creep_score_1, 95
average_champion_experience_1, 9066
dmg_carry_1, 420
obj_carry_1, 420
team_comp_1_champ_1, Illaoi
team_comp_1_champ_2, Nocturne
team_comp_1_champ_3, Cassiopeia
team_comp_1_champ_4, MissFortune
team_comp_1_champ_5, Zyra
gameLengthMin, 25
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 1
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
