total_gold_earned_0, 44240
total_gold_spent_0, 41325
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 13
total_deaths_0, 32
total_damage_dealt_to_champions_0, 62501
total_damage_dealt_to_objectives_0, 18866
total_damage_taken_0, 110052
average_vision_score_0, 17
total_wards_placed_0, 49
average_creep_score_0, 101
average_champion_experience_0, 11048
dmg_carry_0, 63
obj_carry_0, 63
team_comp_0_champ_1, Nasus
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Ahri
team_comp_0_champ_4, Vayne
team_comp_0_champ_5, Brand
total_gold_earned_1, 57118
total_gold_spent_1, 48845
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 32
total_deaths_1, 13
total_damage_dealt_to_champions_1, 85496
total_damage_dealt_to_objectives_1, 86471
total_damage_taken_1, 91445
average_vision_score_1, 26
total_wards_placed_1, 49
average_creep_score_1, 108
average_champion_experience_1, 12782
dmg_carry_1, 69
obj_carry_1, 69
team_comp_1_champ_1, Lillia
team_comp_1_champ_2, Volibear
team_comp_1_champ_3, Cassiopeia
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Senna
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
