total_gold_earned_0, 51642
total_gold_spent_0, 49635
total_baron_kills_0, 0
total_dragon_kills_0, 2
total_inhibitor_kils_0, 0
total_kills_0, 24
total_deaths_0, 43
total_damage_dealt_to_champions_0, 81626
total_damage_dealt_to_objectives_0, 33877
total_damage_taken_0, 132687
average_vision_score_0, 18
total_wards_placed_0, 47
average_creep_score_0, 110
average_champion_experience_0, 12324
dmg_carry_0, 90
obj_carry_0, 90
team_comp_0_champ_1, Fiora
team_comp_0_champ_2, Elise
team_comp_0_champ_3, Malzahar
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Bard
total_gold_earned_1, 62608
total_gold_spent_1, 53050
total_baron_kills_1, 1
total_dragon_kills_1, 2
total_inhibitor_kils_1, 2
total_kills_1, 43
total_deaths_1, 25
total_damage_dealt_to_champions_1, 108017
total_damage_dealt_to_objectives_1, 61355
total_damage_taken_1, 120162
average_vision_score_1, 22
total_wards_placed_1, 47
average_creep_score_1, 107
average_champion_experience_1, 15153
dmg_carry_1, 157
obj_carry_1, 157
team_comp_1_champ_1, Shaco
team_comp_1_champ_2, Zac
team_comp_1_champ_3, Lucian
team_comp_1_champ_4, Yasuo
team_comp_1_champ_5, Seraphine
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
