total_gold_earned_0, 62804
total_gold_spent_0, 54650
total_baron_kills_0, 1
total_dragon_kills_0, 3
total_inhibitor_kils_0, 1
total_kills_0, 42
total_deaths_0, 35
total_damage_dealt_to_champions_0, 97454
total_damage_dealt_to_objectives_0, 51713
total_damage_taken_0, 129867
average_vision_score_0, 34
total_wards_placed_0, 64
average_creep_score_0, 92
average_champion_experience_0, 13987
dmg_carry_0, 82
obj_carry_0, 82
team_comp_0_champ_1, Mordekaiser
team_comp_0_champ_2, FiddleSticks
team_comp_0_champ_3, Xerath
team_comp_0_champ_4, Lucian
team_comp_0_champ_5, Janna
total_gold_earned_1, 54548
total_gold_spent_1, 51375
total_baron_kills_1, 0
total_dragon_kills_1, 1
total_inhibitor_kils_1, 0
total_kills_1, 35
total_deaths_1, 42
total_damage_dealt_to_champions_1, 91662
total_damage_dealt_to_objectives_1, 37608
total_damage_taken_1, 118328
average_vision_score_1, 36
total_wards_placed_1, 86
average_creep_score_1, 87
average_champion_experience_1, 12294
dmg_carry_1, 161
obj_carry_1, 161
team_comp_1_champ_1, Shen
team_comp_1_champ_2, Amumu
team_comp_1_champ_3, Velkoz
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 1
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 1
gold_spender_winner, 0
final_match_winner, 0
