total_gold_earned_0, 53659
total_gold_spent_0, 44835
total_baron_kills_0, 1
total_dragon_kills_0, 4
total_inhibitor_kils_0, 2
total_kills_0, 29
total_deaths_0, 13
total_damage_dealt_to_champions_0, 74328
total_damage_dealt_to_objectives_0, 74337
total_damage_taken_0, 68474
average_vision_score_0, 20
total_wards_placed_0, 47
average_creep_score_0, 106
average_champion_experience_0, 12462
dmg_carry_0, 112
obj_carry_0, 112
team_comp_0_champ_1, Illaoi
team_comp_0_champ_2, Vi
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Caitlyn
team_comp_0_champ_5, Lux
total_gold_earned_1, 38876
total_gold_spent_1, 37750
total_baron_kills_1, 0
total_dragon_kills_1, 0
total_inhibitor_kils_1, 0
total_kills_1, 13
total_deaths_1, 29
total_damage_dealt_to_champions_1, 42335
total_damage_dealt_to_objectives_1, 7408
total_damage_taken_1, 91905
average_vision_score_1, 19
total_wards_placed_1, 39
average_creep_score_1, 95
average_champion_experience_1, 10060
dmg_carry_1, 145
obj_carry_1, 145
team_comp_1_champ_1, Shen
team_comp_1_champ_2, Skarner
team_comp_1_champ_3, Zoe
team_comp_1_champ_4, Kaisa
team_comp_1_champ_5, Pantheon
gameLengthMin, 0
dmg_to_champs_winner, 0
dmg_to_obj_winner, 0
vision_winner, 0
cs_winner, 0
champ_experience_winner, 0
wards_placed_winner, 0
gold_spender_winner, 0
final_match_winner, 0
