total_gold_earned_0, 51682
total_gold_spent_0, 51435
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 21
total_deaths_0, 35
total_damage_dealt_to_champions_0, 89944
total_damage_dealt_to_objectives_0, 24534
total_damage_taken_0, 114765
average_vision_score_0, 24
total_wards_placed_0, 53
average_creep_score_0, 111
average_champion_experience_0, 13525
dmg_carry_0, 221
obj_carry_0, 221
team_comp_0_champ_1, Heimerdinger
team_comp_0_champ_2, Kindred
team_comp_0_champ_3, Akali
team_comp_0_champ_4, Zeri
team_comp_0_champ_5, Nami
total_gold_earned_1, 65557
total_gold_spent_1, 58050
total_baron_kills_1, 1
total_dragon_kills_1, 3
total_inhibitor_kils_1, 3
total_kills_1, 34
total_deaths_1, 21
total_damage_dealt_to_champions_1, 90615
total_damage_dealt_to_objectives_1, 87092
total_damage_taken_1, 123286
average_vision_score_1, 24
total_wards_placed_1, 45
average_creep_score_1, 121
average_champion_experience_1, 15887
dmg_carry_1, 222
obj_carry_1, 222
team_comp_1_champ_1, Gwen
team_comp_1_champ_2, MasterYi
team_comp_1_champ_3, Viego
team_comp_1_champ_4, Jinx
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 0
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
