total_gold_earned_0, 50508
total_gold_spent_0, 49135
total_baron_kills_0, 0
total_dragon_kills_0, 1
total_inhibitor_kils_0, 0
total_kills_0, 21
total_deaths_0, 50
total_damage_dealt_to_champions_0, 78738
total_damage_dealt_to_objectives_0, 12761
total_damage_taken_0, 135757
average_vision_score_0, 21
total_wards_placed_0, 41
average_creep_score_0, 113
average_champion_experience_0, 12747
dmg_carry_0, 161
obj_carry_0, 161
team_comp_0_champ_1, Darius
team_comp_0_champ_2, Warwick
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, Ashe
team_comp_0_champ_5, Velkoz
total_gold_earned_1, 66606
total_gold_spent_1, 61283
total_baron_kills_1, 0
total_dragon_kills_1, 3
total_inhibitor_kils_1, 2
total_kills_1, 50
total_deaths_1, 21
total_damage_dealt_to_champions_1, 116882
total_damage_dealt_to_objectives_1, 44028
total_damage_taken_1, 108344
average_vision_score_1, 33
total_wards_placed_1, 66
average_creep_score_1, 120
average_champion_experience_1, 15208
dmg_carry_1, 164
obj_carry_1, 164
team_comp_1_champ_1, Camille
team_comp_1_champ_2, Nunu
team_comp_1_champ_3, Malzahar
team_comp_1_champ_4, Ezreal
team_comp_1_champ_5, Zyra
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
