total_gold_earned_0, 43392
total_gold_spent_0, 40470
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 18
total_deaths_0, 39
total_damage_dealt_to_champions_0, 71833
total_damage_dealt_to_objectives_0, 19453
total_damage_taken_0, 108423
average_vision_score_0, 15
total_wards_placed_0, 42
average_creep_score_0, 97
average_champion_experience_0, 10766
dmg_carry_0, 84
obj_carry_0, 84
team_comp_0_champ_1, Akali
team_comp_0_champ_2, Kayn
team_comp_0_champ_3, Viktor
team_comp_0_champ_4, Tristana
team_comp_0_champ_5, Zyra
total_gold_earned_1, 59867
total_gold_spent_1, 52360
total_baron_kills_1, 1
total_dragon_kills_1, 4
total_inhibitor_kils_1, 2
total_kills_1, 39
total_deaths_1, 18
total_damage_dealt_to_champions_1, 88678
total_damage_dealt_to_objectives_1, 94738
total_damage_taken_1, 101598
average_vision_score_1, 30
total_wards_placed_1, 56
average_creep_score_1, 97
average_champion_experience_1, 12992
dmg_carry_1, 107
obj_carry_1, 107
team_comp_1_champ_1, Fiora
team_comp_1_champ_2, Rengar
team_comp_1_champ_3, Vex
team_comp_1_champ_4, Caitlyn
team_comp_1_champ_5, Morgana
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 0
champ_experience_winner, 1
wards_placed_winner, 1
gold_spender_winner, 1
final_match_winner, 1
