total_gold_earned_0, 32900
total_gold_spent_0, 30550
total_baron_kills_0, 0
total_dragon_kills_0, 0
total_inhibitor_kils_0, 0
total_kills_0, 10
total_deaths_0, 17
total_damage_dealt_to_champions_0, 29429
total_damage_dealt_to_objectives_0, 22883
total_damage_taken_0, 51071
average_vision_score_0, 12
total_wards_placed_0, 37
average_creep_score_0, 73
average_champion_experience_0, 7295
dmg_carry_0, 107
obj_carry_0, 107
team_comp_0_champ_1, Rengar
team_comp_0_champ_2, Belveth
team_comp_0_champ_3, Fizz
team_comp_0_champ_4, Sivir
team_comp_0_champ_5, Lulu
total_gold_earned_1, 38744
total_gold_spent_1, 34943
total_baron_kills_1, 0
total_dragon_kills_1, 2
total_inhibitor_kils_1, 0
total_kills_1, 17
total_deaths_1, 10
total_damage_dealt_to_champions_1, 37512
total_damage_dealt_to_objectives_1, 40154
total_damage_taken_1, 48265
average_vision_score_1, 16
total_wards_placed_1, 34
average_creep_score_1, 89
average_champion_experience_1, 8075
dmg_carry_1, 122
obj_carry_1, 122
team_comp_1_champ_1, Darius
team_comp_1_champ_2, Graves
team_comp_1_champ_3, Velkoz
team_comp_1_champ_4, Lucian
team_comp_1_champ_5, Nami
gameLengthMin, 0
dmg_to_champs_winner, 1
dmg_to_obj_winner, 1
vision_winner, 1
cs_winner, 1
champ_experience_winner, 1
wards_placed_winner, 0
gold_spender_winner, 1
final_match_winner, 1
